acc_macro,prec_macro,rec_macro,f1_macro,acc_micro,prec_micro,rec_micro,f1_micro,rec_at_5,prec_at_5,f1_at_5,auc_macro,auc_micro,loss_dev,acc_macro_te,prec_macro_te,rec_macro_te,f1_macro_te,acc_micro_te,prec_micro_te,rec_micro_te,f1_micro_te,rec_at_5_te,prec_at_5_te,f1_at_5_te,auc_macro_te,auc_micro_te,loss_test_te,loss_tr
0.432557213,0.527057386,0.66593132,0.588411305,0.45944051,0.568195613,0.705914036,0.629611837,0.607056902,0.616274634,0.611631041,0.884751366,0.914083051,0.252765368,0.424996331,0.5202305,0.65501911,0.579895396,0.454670073,0.567021525,0.696477999,0.625117793,0.594544651,0.618045113,0.606067158,0.878712084,0.910164049,0.258999211,nan
0.44585809,0.54742799,0.668411145,0.6019003,0.477781831,0.596900638,0.705375417,0.646620254,0.617076757,0.626064844,0.621538308,0.88845075,0.916677836,0.242562528,0.432891918,0.534027014,0.655546236,0.58857981,0.468524252,0.591001546,0.693328243,0.638088545,0.596402935,0.618392134,0.607198519,0.884238555,0.913725068,0.249725333,nan
0.44512537,0.527742219,0.698082967,0.601077312,0.466084805,0.562821577,0.730582786,0.635822435,0.612328289,0.61640178,0.614358282,0.890995899,0.917084349,0.258657111,0.436737304,0.519954551,0.691587633,0.593613895,0.460522311,0.559748428,0.722057841,0.630626876,0.59274768,0.615731637,0.604021093,0.886646356,0.913260065,0.265030591,nan
0.441434603,0.52171838,0.693581027,0.595497649,0.465815486,0.562173805,0.731013681,0.63557179,0.622724289,0.627590591,0.62514797,0.89022459,0.917394451,0.257314536,0.43734171,0.519120002,0.68550682,0.590822478,0.462181796,0.561855288,0.722630524,0.632181029,0.600350065,0.62220937,0.611084296,0.884687066,0.913320466,0.263923808,nan
0.444005433,0.534168546,0.673127448,0.595650962,0.469377617,0.579057958,0.712485188,0.638879498,0.616688343,0.624411952,0.620526115,0.883132463,0.916476213,0.24872647,0.432256406,0.523797619,0.661999201,0.58484489,0.461896964,0.575893208,0.700009545,0.631914527,0.593304275,0.61827646,0.605533014,0.878219713,0.912342454,0.25722824,nan
0.440854211,0.534505831,0.672051742,0.595438764,0.461345241,0.567018266,0.71226974,0.631398014,0.610940027,0.618308964,0.614602408,0.884465832,0.914808068,0.253662137,0.435822942,0.531925654,0.668551913,0.592464071,0.456888559,0.564533374,0.705545481,0.627211404,0.593972273,0.618160787,0.605825185,0.880324119,0.912036863,0.258635341,nan
0.449544543,0.539782225,0.691362394,0.606240933,0.47863369,0.583146261,0.727566519,0.647399952,0.620530146,0.627082009,0.623788874,0.893776344,0.919679246,0.248148589,0.438606268,0.530658675,0.67726936,0.595066677,0.470178302,0.578748068,0.714803856,0.639620788,0.601565627,0.622325043,0.611769276,0.886800464,0.914082266,0.256418074,nan
0.448600036,0.543849436,0.676401154,0.602925971,0.47380884,0.586620469,0.711300226,0.642971907,0.617460115,0.625174825,0.621293522,0.890232588,0.91753382,0.245078857,0.443750702,0.538206463,0.672446419,0.597884024,0.47190797,0.585475477,0.708695237,0.641219396,0.604326465,0.626142279,0.615040978,0.88476972,0.913863705,0.251653456,nan
0.446402352,0.559113162,0.653457208,0.602614965,0.477661951,0.607366029,0.691048153,0.646510456,0.617298485,0.624284806,0.62077199,0.889479809,0.916403012,0.23560775,0.438658354,0.552797822,0.641120081,0.593692051,0.469107095,0.606823651,0.673952467,0.638628861,0.602578885,0.621283979,0.611788491,0.886371478,0.913451585,0.241013508,nan
0.441473524,0.538955569,0.664708614,0.595263055,0.469966431,0.582403965,0.708822579,0.639424712,0.618367813,0.622504768,0.620429394,0.883190551,0.914916618,0.250681861,0.433921951,0.533937078,0.65661324,0.588954788,0.464518993,0.580565903,0.69915052,0.634363904,0.60290469,0.625448236,0.613969596,0.880528273,0.912057451,0.255101056,nan
0.444±0.005,0.537±0.01,0.676±0.014,0.599±0.005,0.47±0.007,0.58±0.014,0.714±0.012,0.639±0.006,0.616±0.004,0.623±0.004,0.619±0.004,0.888±0.004,0.917±0.002,0.249±0.007,0.435±0.005,0.53±0.01,0.667±0.015,0.591±0.005,0.464±0.006,0.577±0.014,0.704±0.014,0.634±0.005,0.598±0.004,0.621±0.003,0.609±0.004,0.883±0.003,0.913±0.001,0.256±0.007,
